package_name,ecosystem,package_version,risk_score,findings_count,verdict
giuseppe-trisciuoglio/developer-kit/aws-sdk-java-v2-messaging,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/aws-sdk-java-v2-rds,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/aws-sdk-java-v2-s3,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/aws-sdk-java-v2-secrets-manager,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/nextjs-performance,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/react-patterns,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/shadcn-ui,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/tailwind-css-patterns,skills,,696.0,53,CRITICAL_RISK
giuseppe-trisciuoglio/developer-kit/unit-test-bean-validation,skills,,696.0,53,CRITICAL_RISK
hessius/MeticAI,github,2026-03-01,695.0,51,CRITICAL_RISK
TocharianOU/mcp-server-kibana,github,2026-02-28,692.0,80,CRITICAL_RISK
@upstash/vector,npm,1.2.2,675.0,45,CRITICAL_RISK
incept5/eve-skillpacks/eve-web-ui-testing-agent-browser,skills,,674.0,78,CRITICAL_RISK
newcode,pypi,0.2.4,669.0,63,CRITICAL_RISK
newcode,pypi,0.2.5,669.0,63,CRITICAL_RISK
DKeken/agents,github,2026-02-28,669.0,56,CRITICAL_RISK
existential-birds/beagle/react-flow,skills,,668.0,79,CRITICAL_RISK
existential-birds/beagle/sqlalchemy-code-review,skills,,668.0,79,CRITICAL_RISK
existential-birds/beagle/sqlite-vec,skills,,668.0,79,CRITICAL_RISK
nodebench-mcp,npm,2.30.0,666.0,39,CRITICAL_RISK
chuk-mcp-server,pypi,0.25.3,664.0,71,CRITICAL_RISK
toilahuongg/google-antigravity-kit/remotion-best-practices,skills,,661.0,68,CRITICAL_RISK
GabsFranke/simple-claude-code-github-agent,github,2026-02-28,656.0,71,CRITICAL_RISK
fonCki/mcp-security-linter,github,2026-03-01,648.0,45,CRITICAL_RISK
ragger,pypi,1.43.0,647.0,47,CRITICAL_RISK
gabriellangon/nemo-mcp,github,2026-03-01,643.0,73,CRITICAL_RISK
agentaudit-dev/agentaudit-cli,github,2026-02-28,640.0,42,CRITICAL_RISK
agentaudit-dev/agentaudit-cli,github,2026-03-01,640.0,42,CRITICAL_RISK
EBISPOT/GrEBI,github,2026-02-28,639.0,59,CRITICAL_RISK
EBISPOT/GrEBI,github,2026-03-01,639.0,59,CRITICAL_RISK
different-ai/openwork/browser-setup-devtools,skills,,632.0,42,CRITICAL_RISK
contextpilot,pypi,0.3.5.post2,630.0,74,CRITICAL_RISK
agentaudit,npm,3.13.11,629.0,40,CRITICAL_RISK
bullarc/bullarc,github,2026-03-01,627.0,72,CRITICAL_RISK
felixkwasisarpong/incident-triage-mcp,github,2026-03-01,625.0,82,CRITICAL_RISK
felixkwasisarpong/incident-triage-mcp,github,2026-02-28,625.0,82,CRITICAL_RISK
greedychipmunk/agent-skills/roblox-game-development,skills,,612.0,68,CRITICAL_RISK
kr-cli-dominion,pypi,6.3.0,597.0,53,CRITICAL_RISK
kr-cli-dominion,pypi,6.2.1,591.0,52,CRITICAL_RISK
resend/react-email/react-email,skills,,587.0,54,CRITICAL_RISK
adam-trustscope/trustscope-mcp-server,github,2026-02-28,586.0,53,CRITICAL_RISK
supercent-io/skills-template/agent-browser,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/agent-configuration,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/agent-evaluation,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/api-design,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/api-documentation,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/authentication-setup,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/backend-testing,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/bmad-orchestrator,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/codebase-search,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/code-refactoring,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/code-review,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/data-analysis,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/database-schema-design,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/debugging,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/deployment-automation,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/file-organization,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/firebase-ai-logic,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/frontend-design-system,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/git-submodule,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/image-generation-mcp,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/marketing-skills-collection,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/monitoring-observability,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/performance-optimization,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/plannotator,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/pptx-presentation-builder,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/remotion-video-production,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/security-best-practices,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/skill-standardization,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/sprint-retrospective,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/system-environment-setup,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/task-estimation,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/task-planning,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/technical-writing,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/testing-strategies,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/ui-component-patterns,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/user-guide-writing,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/vercel-react-best-practices,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/web-accessibility,skills,,584.0,30,CRITICAL_RISK
supercent-io/skills-template/workflow-automation,skills,,584.0,30,CRITICAL_RISK
operon-ai,pypi,0.15.0,583.0,51,CRITICAL_RISK
ChainSafe/canton-mcp-server,github,2026-02-28,582.0,56,CRITICAL_RISK
jamditis/claude-skills-journalism/academic-writing,skills,,578.0,68,CRITICAL_RISK
jamditis/claude-skills-journalism/web-scraping,skills,,578.0,68,CRITICAL_RISK
lllray/awesome-mcp-servers,github,2026-03-01,576.0,64,CRITICAL_RISK
@samanhappy/mcphub,npm,0.12.5,574.0,48,CRITICAL_RISK
@samanhappy/mcphub,npm,0.12.6,574.0,48,CRITICAL_RISK
ordas21/navvy,github,2026-02-28,573.0,45,CRITICAL_RISK
adk-fluent,pypi,0.11.0,562.0,47,CRITICAL_RISK
vasilyu1983/ai-agents-public/data-sql-optimization,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/marketing-content-strategy,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/marketing-leads-generation,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/marketing-visual-design,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/software-architecture-design,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/software-clean-code-standard,skills,,559.0,65,CRITICAL_RISK
vasilyu1983/ai-agents-public/software-crypto-web3,skills,,559.0,65,CRITICAL_RISK
